index,header,contents,type,page_url,is_howto,char_count,word_count,tld
447,Cards - Visualizing results,"Metaflow Cards allows you to produce [human readable reports in workflows](/metaflow/visualizing-results). Use the following APIs to enable, customize, and access cards:
 
  - **Enable cards** by adding [the `@card` decorator](/api/step-decorators/card) in any step.
  - **Specify card contents** with [card components](#card-components).
  - **Populate card components** with [the `current` object](/api/current#card).
  - **Retrive cards** with [the `get_cards` method](#retrieving-cards) or on the command line with the `card` commands.
  - **Create fully custom, shareable cards** with custom [`MetaflowCard` classes](#defining-a-custom-card).",H1,https://docs.metaflow.org/api/cards#cards-visualizing-results,False,647,79,https://docs.metaflow.org
448,Retrieving cards,"To retrieve a card after a run has finished, use the `get_cards` function e.g. in a notebook or the `card get` command on the CLI.
 
 Since a task can contain multiple cards `get_cards` returns a container object, `CardContainer`, which holds `Card` objects corresponding to individual cards. Notably both `CardContainer` and `Card` objects contain a function that allow them to visualize cards in the notebook output cell automatically, so a single `get_cards` call can be used to show all cards of a step in a notebook.
 
 
 <DocSection type=""function"" name=""get_cards"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_client.py#L207"">
 <SigArgSection>
 <SigArg name=""task"" type=""Union"" /><SigArg name=""id"" type=""Optional"" default=""None"" /><SigArg name=""type"" type=""Optional"" default=""None"" /><SigArg name=""follow_resumed"" type=""bool"" default=""True"" />
 </SigArgSection>
 <Description summary=""Get cards related to a `Task`."" extended_summary=""Note that `get_cards` resolves the cards contained by the task, but it doesn't actually\nretrieve them from the datastore. Actual card contents are retrieved lazily either when\nthe card is rendered in a notebook to when you call `Card.get`. This means that\n`get_cards` is a fast call even when individual cards contain a lot of data."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""task"" type=""str or `Task`"" desc=""A `Task` object or pathspec `{flow_name}/{run_id}/{step_name}/{task_id}` that\nuniquely identifies a task."" />
 	<Parameter name=""id"" type=""str, optional"" desc=""The ID of card to retrieve if multiple cards are present."" />
 	<Parameter name=""type"" type=""str, optional"" desc=""The type of card to retrieve if multiple cards are present."" />
 	<Parameter name=""follow_resumed"" type=""bool, default: True"" desc=""If the task has been resumed, then setting this flag will resolve the card for\nthe origin task."" />
 </ParamSection>
 <ParamSection name=""Returns"">
 	<Parameter type=""CardContainer"" desc=""A list-like object that holds `Card` objects."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""class"" name=""CardContainer"" module=""metaflow.cards"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_client.py#L128"">
 <SigArgSection>
 <SigArg name="""" />
 </SigArgSection>
 <Description summary=""`CardContainer` is an immutable list-like object, returned by `get_cards`,\nwhich contains individual `Card`s."" extended_summary=""Notably, `CardContainer` contains a special\n`_repr_html_` function which renders cards automatically in an output\ncell of a notebook.\n\nThe following operations are supported:\n```\ncards = get_cards(MyTask)\n\n# retrieve by index\nfirst_card = cards[0]\n\n# check length\nif len(cards) > 1:\n    print('many cards present!')\n\n# iteration\nlist_of_cards = list(cards)\n```"" />
 
 </DocSection>
 
 
 
 <DocSection type=""class"" name=""Card"" module=""metaflow.cards"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_client.py#L22"">
 <SigArgSection>
 <SigArg name="""" />
 </SigArgSection>
 <Description summary=""`Card` represents an individual Metaflow Card, a single HTML file, produced by\nthe card `@card` decorator. `Card`s are contained by `CardContainer`, returned by\n`get_cards`."" extended_summary=""Note that the contents of the card, an HTML file, is retrieved lazily when you call\n`Card.get` for the first time or when the card is rendered in a notebook."" />
 <ParamSection name=""Attributes"">
 	<Parameter name=""id"" desc=""The ID of the card, if specified with `@card(id=ID)`."" />
 	<Parameter name=""path"" desc=""The path of the card in the datastore which uniquely\nidentifies the card.\n\nReturns\n-------\nstr\n    Path to the card"" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Card.get"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_client.py#L60"">
 <SigArgSection>
 <SigArg name=""self"" />
 </SigArgSection>
 <Description summary=""Retrieves the HTML contents of the card from the\nMetaflow datastore."" />
 <ParamSection name=""Returns"">
 	<Parameter type=""str"" desc=""HTML contents of the card."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Card.view"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_client.py#L98"">
 <SigArgSection>
 <SigArg name=""self"" />
 </SigArgSection>
 <Description summary=""Opens the card in a local web browser."" extended_summary=""This call uses Python's built-in [`webbrowser`](https://docs.python.org/3/library/webbrowser.html)\nmodule to open the card."" />
 
 </DocSection>",H2,https://docs.metaflow.org/api/cards#retrieving-cards,False,4899,516,https://docs.metaflow.org
449,Card components,"You can customize the contents of a card easily using *card components*, a set of visual elements included in Metaflow which are documented below. See [Easy Custom Reports with Card Components](/metaflow/visualizing-results/easy-custom-reports-with-card-components) for instructions.
 
 The components are added to cards in `@step` methods (or functions called from steps), using [the `current.card` object](/api/current#card).",H2,https://docs.metaflow.org/api/cards#card-components,False,427,52,https://docs.metaflow.org
450,Markdown,"<DocSection type=""class"" name=""Markdown"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L420"">
 <SigArgSection>
 <SigArg name=""text"" default=""None"" />
 </SigArgSection>
 <Description summary=""A block of text formatted in Markdown."" extended_summary=""Example:\n```\ncurrent.card.append(\n    Markdown(&#34;# This is a header appended from `@step` code&#34;)\n)\n```"" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""text"" type=""str"" desc=""Text formatted in Markdown."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/cards#markdown,False,626,47,https://docs.metaflow.org
451,Image,"<DocSection type=""class"" name=""Image"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L165"">
 <SigArgSection>
 <SigArg name=""src"" default=""None"" /><SigArg name=""label"" default=""None"" />
 </SigArgSection>
 <Description summary=""An image."" extended_summary=""`Images can be created directly from PNG/JPG/GIF `bytes`, `PIL.Image`s,\nor Matplotlib figures. Note that the image data is embedded in the card,\nso no external files are required to show the image.\n\nExample: Create an `Image` from bytes:\n```\ncurrent.card.append(\n    Image(\n        requests.get(&#34;https://www.gif-vif.com/hacker-cat.gif&#34;).content,\n        &#34;Image From Bytes&#34;\n    )\n)\n```\n\nExample: Create an `Image` from a Matplotlib figure\n```\nimport pandas as pd\nimport numpy as np\ncurrent.card.append(\n    Image.from_matplotlib(\n        pandas.DataFrame(\n            np.random.randint(0, 100, size=(15, 4)),\n            columns=list(&#34;ABCD&#34;),\n        ).plot()\n    )\n)\n```\n\nExample: Create an `Image` from a [PIL](https://pillow.readthedocs.io/) Image\n```\nfrom PIL import Image as PILImage\ncurrent.card.append(\n    Image.from_pil_image(\n        PILImage.fromarray(np.random.randn(1024, 768), &#34;RGB&#34;),\n        &#34;From PIL Image&#34;\n    )\n)\n```"" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""src"" type=""bytes"" desc=""The image data in `bytes`."" />
 	<Parameter name=""label"" type=""str"" desc=""Optional label for the image."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Image.from_matplotlib"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L314"">
 <SigArgSection>
 <SigArg name=""plot"" /><SigArg name=""label"" type=""Optional"" default=""None"" />
 </SigArgSection>
 <Description summary=""Create an `Image` from a Matplotlib plot."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""plot"" type=""matplotlib.figure.Figure or matplotlib.axes.Axes or matplotlib.axes._subplots.AxesSubplot"" desc=""a PIL axes (plot) object."" />
 	<Parameter name=""label"" type=""str, optional"" desc=""Optional label for the image."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Image.from_pil_image"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L266"">
 <SigArgSection>
 <SigArg name=""pilimage"" /><SigArg name=""label"" type=""Optional"" default=""None"" />
 </SigArgSection>
 <Description summary=""Create an `Image` from a PIL image."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""pilimage"" type=""PIL.Image"" desc=""a PIL image object."" />
 	<Parameter name=""label"" type=""str, optional"" desc=""Optional label for the image."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/cards#image,False,2976,312,https://docs.metaflow.org
452,Artifact,"<DocSection type=""class"" name=""Artifact"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L20"">
 <SigArgSection>
 <SigArg name=""artifact"" type=""Any"" /><SigArg name=""name"" type=""Optional"" default=""None"" /><SigArg name=""compressed"" type=""bool"" default=""True"" />
 </SigArgSection>
 <Description summary=""A pretty-printed version of any Python object."" extended_summary=""Large objects are truncated using Python's built-in [`reprlib`](https://docs.python.org/3/library/reprlib.html).\n\nExample:\n```\nfrom datetime import datetime\ncurrent.card.append(Artifact({'now': datetime.utcnow()}))\n```"" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""artifact"" type=""object"" desc=""Any Python object."" />
 	<Parameter name=""name"" type=""str, optional"" desc=""Optional label for the object."" />
 	<Parameter name=""compressed"" type=""bool, default: True"" desc=""Use a truncated representation."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/cards#artifact,False,1036,73,https://docs.metaflow.org
453,Table,"<DocSection type=""class"" name=""Table"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L58"">
 <SigArgSection>
 <SigArg name=""data"" type=""Optional"" default=""None"" /><SigArg name=""headers"" type=""Optional"" default=""None"" />
 </SigArgSection>
 <Description summary=""A table."" extended_summary=""The contents of the table can be text or numerical data, a Pandas dataframe,\nor other card components: `Artifact`, `Image`, `Markdown` objects.\n\nExample: Text and artifacts\n```\nfrom metaflow.cards import Table, Artifact\ncurrent.card.append(\n    Table([\n        ['first row', Artifact({'a': 2})],\n        ['second row', Artifact(3)]\n    ])\n)\n```\n\nExample: Table from a Pandas dataframe\n```\nfrom metaflow.cards import Table\nimport pandas as pd\nimport numpy as np\ncurrent.card.append(\n    Table.from_dataframe(\n        pd.DataFrame(\n            np.random.randint(0, 100, size=(15, 4)),\n            columns=list(&#34;ABCD&#34;)\n        )\n    )\n)\n```"" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""data"" type=""List[List[str or MetaflowCardComponent]], optional"" desc=""List (rows) of lists (columns). Each item can be a string or a `MetaflowCardComponent`."" />
 	<Parameter name=""headers"" type=""List[str], optional"" desc=""Optional header row for the table."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Table.from_dataframe"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/components.py#L114"">
 <SigArgSection>
 <SigArg name=""dataframe"" default=""None"" /><SigArg name=""truncate"" type=""bool"" default=""True"" />
 </SigArgSection>
 <Description summary=""Create a `Table` based on a Pandas dataframe."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""dataframe"" type=""Optional[pandas.DataFrame]"" desc=""Pandas dataframe."" />
 	<Parameter name=""truncate"" type=""bool, default: True"" desc=""Truncate large dataframe instead of showing all rows (default: True)."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/cards#table,False,2162,236,https://docs.metaflow.org
454,Defining a custom card,"You can define custom cards types (`T` in `@card(type=T)`) by creating a Python package that includes a class that derives from `MetaflowCard`, documented below.
 
 Find detailed instructions, a starter template, and an example of a simple custom card at [https://github.com/outerbounds/metaflow-card-html]( https://github.com/outerbounds/metaflow-card-html).
 
 
 <DocSection type=""class"" name=""MetaflowCard"" module=""metaflow.cards"" show_import=""True"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/card.py#L7"">
 <SigArgSection>
 <SigArg name=""options"" />
 </SigArgSection>
 <Description summary=""Metaflow cards derive from this base class."" extended_summary=""Subclasses of this class are called *card types*. The desired card\ntype `T` is defined in the `@card` decorator as `@card(type=T)`.\n\nAfter a task with `@card(type=T, options=S)` finishes executing, Metaflow instantiates\na subclass `C` of `MetaflowCard` that has its `type` attribute set to `T`, i.e. `C.type=T`.\nThe constructor is given the options dictionary `S` that contains arbitrary\nJSON-encodable data that is passed to the instance, parametrizing the card. The subclass\nmay override the constructor to capture and process the options.\n\nThe subclass needs to implement a `render(task)` method that produces the card\ncontents in HTML, given the finished task that is represented by a `Task` object."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""options"" type=""Dict"" desc=""JSON-encodable dictionary containing user-definable options for the class."" />
 </ParamSection>
 <ParamSection name=""Attributes"">
 	<Parameter name=""type"" type=""str"" desc=""Card type string. Note that this should be a globally unique name, similar to a\nPython package name, to avoid name clashes between different custom cards."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""MetaflowCard.render"" module=""metaflow.cards"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/plugins/cards/card_modules/card.py#L52"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""task"" />
 </SigArgSection>
 <Description summary=""Produce custom card contents in HTML."" extended_summary=""Subclasses override this method to customize the card contents."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""task"" type=""Task"" desc=""A `Task` object that allows you to access data from the finished task and tasks\npreceding it."" />
 </ParamSection>
 <ParamSection name=""Returns"">
 	<Parameter type=""str"" desc=""Card contents as an HTML string."" />
 </ParamSection>
 </DocSection>",H2,https://docs.metaflow.org/api/cards#defining-a-custom-card,False,2661,281,https://docs.metaflow.org
455,Client API - Accessing past results,"Use these objects to [access data from past runs and to manipulate tags](/metaflow/client). Objects in this module are organized as a hierarchy:
 
 ![Object hierarchy](/assets/hierarchy.png)",H1,https://docs.metaflow.org/api/client#client-api-accessing-past-results,False,190,25,https://docs.metaflow.org
456,Instantiating Objects,"You can instantiate a specific object at any level of the hierarchy by providing a corresponding `pathspec`, e.g. from Metaflow logs.
 
  - `Metaflow()`
  - `Flow('HelloFlow')`
  - `Run('HelloFlow/2')`
  - `Step('HelloFlow/2/start')`
  - `Task('HelloFlow/2/start/1')`
  - `DataArtifact('HelloFlow/2/start/1/name')`",H3,https://docs.metaflow.org/api/client#instantiating-objects,False,314,40,https://docs.metaflow.org
457,Listing objects,"Each object is a container (*an iterable*) that can be used to iterate over objects that are below it in the hierarchy. For instance, iterating over a `list(Flow(...))` yields a list of `Run`s, and `list(Run(...))` yields a list of `Step`s.",H3,https://docs.metaflow.org/api/client#listing-objects,False,240,40,https://docs.metaflow.org
458,Accessing children,"Since each object is a container, you can access its children through the square-bracket notation, as if each object was a dictionary. For instance, you can access the object `Task('HelloFlow/2/start/1')` as follows:
 ```python
 Flow('HelloFlow')['2']['start']['1']
 ```
 You can also test if the object has a certain child:
 ```python
 if '2' in Flow('HelloFlow'):
     print('Run found')
 ```",H3,https://docs.metaflow.org/api/client#accessing-children,False,394,58,https://docs.metaflow.org
459,Common attributes,"All objects at the `Run` level and below have the following attributes:
 
  - `tags` (set) - tags associated with the run this object belongs to (user and system tags).
  - `user_tags` (set) - user tags associated with the run this object belongs to.
  - `system_tags` (set) - system tags associated with the run this object belongs to.
  - `created_at` (datetime) - Date and time this object was created.
  - `parent` (Metaflow object) - Parent of this object (e.g. `Run(...).parent` is a `Flow`).
  - `pathspec` (string) - Pathspec of this object (e.g. `HelloFlow/2` for a `Run`).
  - `path_components` (list) - Components of the pathspec.
  - `origin_pathspec` (string) - If the object was produced via [resume](/metaflow/debugging#how-to-use-the-resume-command), pathspec of the original object this object was cloned from.",H3,https://docs.metaflow.org/api/client#common-attributes,False,827,133,https://docs.metaflow.org
460,Object visibility,"Note that only objects in [the current namespace](/scaling/tagging) can be instantiated. See [Namespace functions](#namespace) to see how to switch between namespaces. 
 
 This module accesses all objects through the current metadata provider - either Metaflow Service or local metadata. See [Metadata functions](#metadata) for utilities related to metadata provider.",H3,https://docs.metaflow.org/api/client#object-visibility,False,367,49,https://docs.metaflow.org
462,Metaflow,"<DocSection type=""class"" name=""Metaflow"" module=""metaflow"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L2081"">
 <SigArgSection>
 
 </SigArgSection>
 <Description summary=""Entry point to all objects in the Metaflow universe."" extended_summary=""This object can be used to list all the flows present either through the explicit property\nor by iterating over this object."" />
 <ParamSection name=""Attributes"">
 	<Parameter name=""flows"" type=""List[Flow]"" desc=""Returns the list of all `Flow` objects known to this metadata provider. Note that only\nflows present in the current namespace will be returned. A `Flow` is present in a namespace\nif it has at least one run in the namespace."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/client#metaflow,False,790,89,https://docs.metaflow.org
463,Flow,"<DocSection type=""class"" name=""Flow"" module=""metaflow"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L2004"">
 <SigArgSection>
 <SigArg name=""pathspec"" />
 </SigArgSection>
 <Description summary=""A Flow represents all existing flows with a certain name, in other words,\nclasses derived from `FlowSpec`. A container of `Run` objects."" />
 <ParamSection name=""Attributes"">
 	<Parameter name=""latest_run"" type=""Run"" desc=""Latest `Run` (in progress or completed, successfully or not) of this flow."" />
 	<Parameter name=""latest_successful_run"" type=""Run"" desc=""Latest successfully completed `Run` of this flow."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Flow.runs"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L2054"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""*tags: str"" type=""str"" />
 </SigArgSection>
 <Description summary=""Returns an iterator over all `Run`s of this flow."" extended_summary=""An optional filter is available that allows you to filter on tags.\nIf multiple tags are specified, only runs that have all the\nspecified tags are returned."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tags"" type=""str"" desc=""Tags to match."" />
 </ParamSection>
 <ParamSection name=""Returns"">
 	<Parameter type=""Iterable[Run]"" desc=""Iterator over `Run` objects in this flow."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/client#flow,False,1517,145,https://docs.metaflow.org
464,Run,"<DocSection type=""class"" name=""Run"" module=""metaflow"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1696"">
 <SigArgSection>
 <SigArg name=""pathspec"" />
 </SigArgSection>
 <Description summary=""A `Run` represents an execution of a `Flow`. It is a container of `Step`s."" />
 <ParamSection name=""Attributes"">
 	<Parameter name=""data"" type=""MetaflowData"" desc=""a shortcut to run['end'].task.data, i.e. data produced by this run."" />
 	<Parameter name=""successful"" type=""bool"" desc=""True if the run completed successfully."" />
 	<Parameter name=""finished"" type=""bool"" desc=""True if the run completed."" />
 	<Parameter name=""finished_at"" type=""datetime"" desc=""Time this run finished."" />
 	<Parameter name=""code"" type=""MetaflowCode"" desc=""Code package for this run (if present). See `MetaflowCode`."" />
 	<Parameter name=""trigger"" type=""MetaflowTrigger"" desc=""Information about event(s) that triggered this run (if present). See `MetaflowTrigger`."" />
 	<Parameter name=""end_task"" type=""Task"" desc=""`Task` for the end step (if it is present already)."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.add_tag"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1863"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tag"" type=""str"" />
 </SigArgSection>
 <Description summary=""Add a tag to this `Run`."" extended_summary=""Note that if the tag is already a system tag, it is not added as a user tag,\nand no error is thrown."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tag"" type=""str"" desc=""Tag to add."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.add_tags"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1885"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tags"" type=""Iterable"" />
 </SigArgSection>
 <Description summary=""Add one or more tags to this `Run`."" extended_summary=""Note that if any tag is already a system tag, it is not added as a user tag\nand no error is thrown."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tags"" type=""Iterable[str]"" desc=""Tags to add."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.remove_tag"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1899"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tag"" type=""str"" />
 </SigArgSection>
 <Description summary=""Remove one tag from this `Run`."" extended_summary=""Removing a system tag is an error. Removing a non-existent\nuser tag is a no-op."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tag"" type=""str"" desc=""Tag to remove."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.remove_tags"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1921"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tags"" type=""Iterable"" />
 </SigArgSection>
 <Description summary=""Remove one or more tags to this `Run`."" extended_summary=""Removing a system tag will result in an error. Removing a non-existent\nuser tag is a no-op."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tags"" type=""Iterable[str]"" desc=""Tags to remove."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.replace_tag"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1935"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tag_to_remove"" type=""str"" /><SigArg name=""tag_to_add"" type=""str"" />
 </SigArgSection>
 <Description summary=""Remove a tag and add a tag atomically. Removal is done first.\nThe rules for `Run.add_tag` and `Run.remove_tag` also apply here."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tag_to_remove"" type=""str"" desc=""Tag to remove."" />
 	<Parameter name=""tag_to_add"" type=""str"" desc=""Tag to add."" />
 </ParamSection>
 </DocSection>
 
 
 
 <DocSection type=""method"" name=""Run.replace_tags"" module=""metaflow"" show_import=""False"" heading_level=""4"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1959"">
 <SigArgSection>
 <SigArg name=""self"" /><SigArg name=""tags_to_remove"" type=""Iterable"" /><SigArg name=""tags_to_add"" type=""Iterable"" />
 </SigArgSection>
 <Description summary=""Remove and add tags atomically; the removal is done first.\nThe rules for `Run.add_tag` and `Run.remove_tag` also apply here."" />
 <ParamSection name=""Parameters"">
 	<Parameter name=""tags_to_remove"" type=""Iterable[str]"" desc=""Tags to remove."" />
 	<Parameter name=""tags_to_add"" type=""Iterable[str]"" desc=""Tags to add."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/client#run,False,4948,461,https://docs.metaflow.org
465,Step,"<DocSection type=""class"" name=""Step"" module=""metaflow"" show_import=""False"" heading_level=""3"" link=""https://github.com/Netflix/metaflow/tree/master/metaflow/client/core.py#L1535"">
 <SigArgSection>
 <SigArg name=""pathspec"" />
 </SigArgSection>
 <Description summary=""A `Step` represents a user-defined step, that is, a method annotated with the `@step` decorator."" extended_summary=""It contains `Task` objects associated with the step, that is, all executions of the\n`Step`. The step may contain multiple `Task`s in the case of a foreach step."" />
 <ParamSection name=""Attributes"">
 	<Parameter name=""task"" type=""Task"" desc=""The first `Task` object in this step. This is a shortcut for retrieving the only\ntask contained in a non-foreach step."" />
 	<Parameter name=""finished_at"" type=""datetime"" desc=""Time when the latest `Task` of this step finished. Note that in the case of foreaches,\nthis time may change during execution of the step."" />
 	<Parameter name=""environment_info"" type=""Dict[str, Any]"" desc=""Information about the execution environment."" />
 </ParamSection>
 </DocSection>",H3,https://docs.metaflow.org/api/client#step,False,1090,122,https://docs.metaflow.org
